"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-06-16-10.50.00.000000,5590,518.9,672.5,371.9,61.1,56.25,46.9,946.5,1031.0,1737.06
2021-06-16-10.55.00.000000,5591,519.9,671.2,371.7,61.1,56.25,46.9,946.7,1032.5,1735.96
2021-06-16-11.00.00.000000,5592,520.0,670.7,371.3,61.1,56.25,46.7,947.5,1034.9,1734.28
2021-06-16-11.05.00.000000,5593,520.9,670.0,371.3,61.3,56.49,47.1,947.1,1035.1,1734.37
2021-06-16-11.10.00.000000,5594,520.1,670.9,371.2,61.3,56.49,46.4,949.2,1038.1,1733.59
2021-06-16-11.15.00.000000,5595,520.8,670.4,371.3,61.3,56.49,46.3,951.2,1040.6,1734.38
2021-06-16-11.20.00.000000,5596,519.7,671.9,371.3,61.1,56.25,45.7,952.9,1043.9,1734.18
2021-06-16-11.25.00.000000,5597,517.4,674.2,371.0,61.1,56.25,45.4,953.3,1046.5,1732.63
2021-06-16-11.30.00.000000,5598,514.5,678.1,370.6,61.1,56.25,45.3,953.1,1048.1,1730.85
2021-06-16-11.35.00.000000,5599,511.7,681.4,370.5,61.1,56.25,45.3,952.7,1049.2,1730.56
2021-06-16-11.40.00.000000,5600,511.4,681.1,370.4,61.1,56.25,45.6,951.9,1049.1,1729.8
2021-06-16-11.45.00.000000,5601,511.2,680.2,370.8,61.1,56.25,46.0,951.2,1049.1,1731.6
2021-06-16-11.50.00.000000,5602,512.7,679.3,370.5,61.2,56.33,46.1,950.0,1048.4,1730.52
2021-06-16-11.55.00.000000,5603,513.8,679.8,370.9,61.4,56.52,46.3,948.6,1048.2,1732.31
2021-06-01-22.40.00.000000,1412,0.0,0.0,0.0,17.9,16.73,19.0,0.0,0.0,0.0
2021-06-01-22.45.00.000000,1413,0.0,0.0,0.0,17.8,16.71,19.0,0.0,0.0,0.0
2021-06-01-22.50.00.000000,1414,0.0,0.0,0.0,17.8,16.69,19.0,0.0,0.0,0.0
2021-06-01-22.55.00.000000,1415,0.0,0.0,0.0,17.8,16.67,19.0,0.0,0.0,0.0
2021-06-01-23.00.00.000000,1416,0.0,0.0,0.0,17.8,16.65,18.9,0.0,0.0,0.0
2021-06-01-23.05.00.000000,1417,0.0,0.0,0.0,17.7,16.62,18.9,0.0,0.0,0.0
2021-06-01-23.10.00.000000,1418,0.0,0.0,0.0,17.7,16.6,18.9,0.0,0.0,0.0
2021-06-01-23.15.00.000000,1419,0.0,0.0,0.0,17.7,16.57,18.9,0.0,0.0,0.0
2021-06-01-23.20.00.000000,1420,0.0,0.0,0.0,17.7,16.55,18.8,0.0,0.0,0.0
2021-06-01-23.25.00.000000,1421,0.0,0.0,0.0,17.6,16.52,18.8,0.0,0.0,0.0
2021-06-01-23.30.00.000000,1422,0.0,0.0,0.0,17.6,16.49,18.8,0.0,0.0,0.0
2021-06-01-23.35.00.000000,1423,0.0,0.0,0.0,17.6,16.47,18.7,0.0,0.0,0.0
2021-06-01-23.40.00.000000,1424,0.0,0.0,0.0,17.6,16.44,18.7,0.0,0.0,0.0
2021-06-01-23.45.00.000000,1425,0.0,0.0,0.0,17.5,16.42,18.7,0.0,0.0,0.0
2021-06-01-23.50.00.000000,1426,0.0,0.0,0.0,17.5,16.39,18.7,0.0,0.0,0.0
2021-06-01-23.55.00.000000,1427,0.0,0.0,0.0,17.5,16.37,18.6,0.0,0.0,0.0
2021-06-02-00.00.00.000000,1428,0.0,0.0,0.0,17.4,16.34,18.6,0.0,0.0,0.0
2021-06-02-00.05.00.000000,1429,0.0,0.0,0.0,17.5,16.36,18.6,0.0,0.0,0.0
2021-06-02-00.10.00.000000,1430,0.0,0.0,0.0,17.5,16.38,18.6,0.0,0.0,0.0
2021-06-02-00.15.00.000000,1431,0.0,0.0,0.0,17.5,16.4,18.7,0.0,0.0,0.0
2021-06-02-00.20.00.000000,1432,0.0,0.0,0.0,17.5,16.42,18.7,0.0,0.0,0.0
2021-06-02-00.25.00.000000,1433,0.0,0.0,0.0,17.6,16.44,18.7,0.0,0.0,0.0
2021-06-02-00.30.00.000000,1434,0.0,0.0,0.0,17.6,16.46,18.7,0.0,0.0,0.0
2021-06-02-00.35.00.000000,1435,0.0,0.0,0.0,17.6,16.48,18.8,0.0,0.0,0.0
2021-06-02-00.40.00.000000,1436,0.0,0.0,0.0,17.6,16.51,18.8,0.0,0.0,0.0
2021-06-02-00.45.00.000000,1437,0.0,0.0,0.0,17.6,16.53,18.8,0.0,0.0,0.0
2021-06-02-00.50.00.000000,1438,0.0,0.0,0.0,17.7,16.55,18.8,0.0,0.0,0.0
2021-06-02-00.55.00.000000,1439,0.0,0.0,0.0,17.7,16.57,18.9,0.0,0.0,0.0
2021-06-02-01.00.00.000000,1440,0.0,0.0,0.0,17.7,16.59,18.9,0.0,0.0,0.0
2021-06-02-01.05.00.000000,1441,0.0,0.0,0.0,18.8,17.57,20.0,0.0,0.0,0.0
2021-06-02-01.10.00.000000,1442,0.0,0.0,0.0,18.8,17.59,20.0,0.0,0.0,0.0
2021-06-02-01.15.00.000000,1443,0.0,0.0,0.0,18.8,17.62,20.1,0.0,0.0,0.0
2021-06-02-01.20.00.000000,1444,0.0,0.0,0.0,18.8,17.64,20.1,0.0,0.0,0.0
2021-06-02-01.25.00.000000,1445,0.0,0.0,0.0,18.9,17.67,20.1,0.0,0.0,0.0
2021-06-02-01.30.00.000000,1446,0.0,0.0,0.0,18.9,17.69,20.1,0.0,0.0,0.0
2021-06-02-01.35.00.000000,1447,0.0,0.0,0.0,18.9,17.71,20.2,0.0,0.0,0.0
2021-06-02-01.40.00.000000,1448,0.0,0.0,0.0,18.9,17.74,20.2,0.0,0.0,0.0
2021-06-02-01.45.00.000000,1449,0.0,0.0,0.0,19.0,17.76,20.2,0.0,0.0,0.0
2021-06-02-01.50.00.000000,1450,0.0,0.0,0.0,19.0,17.79,20.3,0.0,0.0,0.0
2021-06-02-01.55.00.000000,1451,0.0,0.0,0.0,19.0,17.81,20.3,0.0,0.0,0.0
2021-06-02-02.00.00.000000,1452,0.0,0.0,0.0,19.1,17.84,20.3,0.0,0.0,0.0
2021-06-02-02.05.00.000000,1453,0.0,0.0,0.0,19.1,17.89,20.4,0.0,0.0,0.0
2021-06-02-02.10.00.000000,1454,0.0,0.0,0.0,19.2,17.94,20.4,0.0,0.0,0.0
2021-06-02-02.15.00.000000,1455,0.0,0.0,0.0,19.2,17.99,20.5,0.0,0.0,0.0
2021-06-02-02.20.00.000000,1456,0.0,0.0,0.0,19.3,18.04,20.5,0.0,0.0,0.0
2021-06-02-02.25.00.000000,1457,0.0,0.0,0.0,19.3,18.09,20.6,0.0,0.0,0.0
2021-06-02-02.30.00.000000,1458,0.0,0.0,0.0,19.4,18.14,20.7,0.0,0.0,0.0
2021-06-02-02.35.00.000000,1459,0.0,0.0,0.0,19.4,18.19,20.7,0.0,0.0,0.0
2021-06-02-02.40.00.000000,1460,0.0,0.0,0.0,19.5,18.24,20.8,0.0,0.0,0.0
2021-06-02-02.45.00.000000,1461,0.0,0.0,0.0,19.6,18.3,20.8,0.0,0.0,0.0
2021-06-02-02.50.00.000000,1462,0.0,0.0,0.0,19.6,18.35,20.9,0.0,0.0,0.0
2021-06-02-02.55.00.000000,1463,0.0,0.0,0.0,19.7,18.4,21.0,0.0,0.0,0.0
2021-06-02-03.00.00.000000,1464,0.0,0.0,0.0,19.7,18.45,21.0,0.0,0.0,0.0
2021-06-02-03.05.00.000000,1465,0.0,0.0,0.0,19.9,18.58,21.2,0.0,0.0,0.0
2021-06-02-03.10.00.000000,1466,0.0,0.0,0.0,20.0,18.71,21.3,0.0,0.0,0.0
2021-06-02-03.15.00.000000,1467,0.0,0.0,0.0,20.1,18.84,21.5,0.0,0.0,0.0
2021-06-02-03.20.00.000000,1468,0.0,0.0,0.0,20.3,18.97,21.6,0.0,0.0,0.0
2021-06-02-03.25.00.000000,1469,0.0,0.0,0.0,20.4,19.1,21.8,0.0,0.0,0.0
2021-06-02-03.30.00.000000,1470,0.0,0.0,0.0,20.5,19.23,21.9,0.0,0.0,0.0
2021-06-02-03.35.00.000000,1471,0.0,0.0,0.0,20.7,19.36,22.0,0.0,0.0,0.0
2021-06-02-03.40.00.000000,1472,0.0,0.0,0.0,20.8,19.49,22.2,0.0,0.0,0.0
2021-06-02-03.45.00.000000,1473,0.0,0.0,0.0,21.0,19.62,22.3,0.0,0.0,0.0
2021-06-02-03.50.00.000000,1474,0.0,0.0,0.0,21.1,19.74,22.5,0.0,0.0,0.0
2021-06-02-03.55.00.000000,1475,0.0,0.0,0.0,21.2,19.87,22.6,0.0,0.0,0.0
2021-06-02-04.00.00.000000,1476,0.0,0.0,0.0,21.4,20.0,22.8,0.0,0.0,0.0
2021-06-02-04.05.00.000000,1477,0.0,0.0,0.0,21.5,20.09,22.9,0.0,0.0,0.0
2021-06-02-04.10.00.000000,1478,0.0,0.0,0.0,21.6,20.19,23.0,0.0,0.0,0.0
2021-06-02-04.15.00.000000,1479,0.0,0.0,0.0,21.7,20.28,23.1,0.0,0.0,0.0
2021-06-02-04.20.00.000000,1480,0.0,0.0,0.0,21.8,20.37,23.2,0.0,0.0,0.0
2021-06-02-04.25.00.000000,1481,0.0,0.0,0.0,21.9,20.46,23.3,0.0,0.0,0.0
2021-06-02-04.30.00.000000,1482,0.0,0.0,0.0,22.0,20.55,23.4,0.0,0.0,0.0
2021-06-02-04.35.00.000000,1483,0.0,0.0,0.0,22.1,20.64,23.5,0.0,0.0,0.0
2021-06-02-04.40.00.000000,1484,0.0,0.0,0.0,22.2,20.73,23.6,0.0,0.0,0.0
2021-06-02-04.45.00.000000,1485,0.0,0.0,0.0,22.3,20.82,23.7,0.0,0.0,0.0
2021-06-02-04.50.00.000000,1486,0.0,0.0,0.0,22.4,20.91,23.8,0.0,0.0,0.0
2021-06-02-04.55.00.000000,1487,0.0,0.0,0.0,22.5,21.0,23.9,0.0,0.0,0.0
2021-06-02-05.00.00.000000,1488,0.0,0.0,0.0,22.6,21.09,24.0,0.0,0.0,0.0
2021-06-02-05.05.00.000000,1489,0.0,0.0,0.0,22.8,21.34,24.3,0.0,0.0,0.0
2021-06-02-05.10.00.000000,1490,0.0,0.0,0.0,23.1,21.59,24.6,0.0,0.0,0.0
2021-06-02-05.15.00.000000,1491,0.0,0.0,0.0,23.4,21.84,24.9,0.0,0.0,0.0
2021-06-02-05.20.00.000000,1492,0.0,0.0,0.0,23.6,22.09,25.2,0.0,0.0,0.0
2021-06-02-05.25.00.000000,1493,0.0,0.0,0.0,23.9,22.33,25.5,0.0,0.0,0.0
2021-06-02-05.30.00.000000,1494,0.0,0.0,0.0,24.2,22.58,25.7,0.0,0.0,0.0
2021-06-02-05.35.00.000000,1495,0.0,0.0,0.0,24.4,22.83,26.0,0.0,0.0,0.0
2021-06-02-05.40.00.000000,1496,0.0,0.0,0.0,24.7,23.08,26.3,0.0,0.0,0.0
2021-06-02-05.45.00.000000,1497,0.0,0.0,0.0,24.9,23.33,26.6,0.0,0.0,0.0
2021-06-02-05.50.00.000000,1498,0.0,0.0,0.0,25.2,23.57,26.9,0.0,0.0,0.0
2021-06-02-05.55.00.000000,1499,0.0,0.0,0.0,25.5,23.82,27.2,0.0,0.0,0.0
2021-06-02-06.00.00.000000,1500,0.0,0.0,0.0,25.7,24.07,27.5,0.0,0.0,0.0
2021-06-02-06.05.00.000000,1501,0.0,0.0,0.0,26.0,24.27,27.7,0.0,0.0,0.0
2021-06-02-06.10.00.000000,1502,0.0,0.0,0.0,26.2,24.46,27.9,0.0,0.0,0.0
2021-06-02-06.15.00.000000,1503,0.0,0.0,0.0,26.4,24.66,28.1,0.0,0.0,0.0
2021-06-02-06.20.00.000000,1504,0.0,0.0,0.0,26.6,24.86,28.4,0.0,0.0,0.0
2021-06-02-06.25.00.000000,1505,0.0,0.0,0.0,26.8,25.05,28.6,0.0,0.0,0.0
2021-06-02-06.30.00.000000,1506,0.0,0.0,0.0,27.0,25.25,28.8,0.0,0.0,0.0
2021-06-02-06.35.00.000000,1507,0.0,0.0,0.0,27.2,25.45,29.0,0.0,0.0,0.0
2021-06-02-06.40.00.000000,1508,18.3,668.1,14.1,33.0,33.34,31.4,124.7,0.0,74.67
2021-06-02-06.45.00.000000,1509,18.3,668.1,14.1,33.0,33.34,31.4,124.7,0.0,74.66
2021-06-02-06.50.00.000000,1510,18.3,668.1,14.1,33.0,33.34,31.4,124.7,0.0,74.66
2021-06-02-06.55.00.000000,1511,50.9,657.0,35.6,33.5,33.86,31.0,124.5,187.6,188.19
2021-06-02-07.00.00.000000,1512,83.6,656.0,58.4,33.9,34.28,30.8,155.6,211.0,308.83
2021-06-02-07.05.00.000000,1513,97.3,659.2,68.5,34.2,34.6,30.8,176.8,234.5,362.2
2021-06-02-07.10.00.000000,1514,126.5,664.6,89.6,34.7,35.06,30.8,220.4,273.4,473.76
2021-06-02-07.15.00.000000,1515,156.8,665.1,110.9,35.2,35.64,30.8,261.6,322.4,586.51
2021-06-02-07.20.00.000000,1516,188.7,664.8,133.1,35.8,36.19,30.8,304.7,372.8,703.49
2021-06-02-07.25.00.000000,1517,220.4,664.3,155.6,36.4,36.83,30.8,347.9,422.4,822.39
2021-06-02-07.30.00.000000,1518,253.1,663.8,178.3,36.9,37.29,30.8,392.0,472.4,942.51
2021-06-02-07.35.00.000000,1519,286.5,660.9,201.1,37.4,37.86,31.1,435.7,521.2,1063.16
2021-06-02-07.40.00.000000,1520,320.4,656.9,223.3,38.3,38.75,31.4,480.4,570.1,1180.77
2021-06-02-07.45.00.000000,1521,354.7,654.5,246.5,39.3,39.79,32.0,527.1,620.8,1303.16
2021-06-02-07.50.00.000000,1522,390.3,651.8,270.1,40.7,41.12,32.4,576.3,674.4,1427.98
2021-06-02-07.55.00.000000,1523,427.2,649.5,294.7,41.9,42.39,33.0,628.4,731.6,1557.92
2021-06-02-08.00.00.000000,1524,463.1,646.2,317.9,43.8,44.27,33.7,676.3,784.0,1680.77
2021-06-02-08.05.00.000000,1525,492.1,643.2,336.3,45.7,46.26,34.6,713.6,823.3,1777.61
2021-06-02-08.10.00.000000,1526,512.1,638.7,348.0,48.0,48.52,35.4,739.3,848.8,1839.65
2021-06-02-08.15.00.000000,1527,524.7,635.0,354.4,50.1,50.66,36.3,757.8,865.4,1873.39
2021-06-02-08.20.00.000000,1528,535.3,631.1,359.4,52.1,52.74,37.1,775.2,881.1,1899.94
2021-06-02-08.25.00.000000,1529,545.8,628.3,364.4,54.0,54.59,38.3,790.9,895.8,1926.12
2021-06-02-08.30.00.000000,1530,553.3,627.8,368.6,55.1,55.76,39.5,805.4,909.4,1948.5
2021-06-02-08.35.00.000000,1531,552.3,634.7,371.5,55.6,56.25,40.7,818.8,921.6,1963.98
2021-06-02-08.40.00.000000,1532,546.6,642.5,372.7,55.6,56.25,41.6,831.5,932.7,1970.18
2021-06-02-08.45.00.000000,1533,540.5,649.3,372.5,55.6,56.25,42.5,843.3,942.8,1969.34
2021-06-02-08.50.00.000000,1534,538.2,650.1,372.1,55.6,56.25,43.2,854.1,951.0,1967.01
2021-06-02-08.55.00.000000,1535,537.6,650.3,371.7,55.6,56.25,44.1,864.0,958.0,1964.69
2021-06-02-09.00.00.000000,1536,537.6,648.9,371.7,55.7,56.36,44.6,872.9,964.0,1964.65
2021-06-02-09.05.00.000000,1537,538.3,648.1,371.6,56.1,56.71,45.4,881.2,969.7,1964.18
2021-06-02-09.10.00.000000,1538,538.7,647.9,371.7,56.7,57.29,45.7,888.5,974.1,1964.9
2021-06-02-09.15.00.000000,1539,539.4,647.9,371.8,56.8,57.39,46.3,895.4,976.9,1965.22
2021-06-02-09.20.00.000000,1540,540.0,647.8,371.6,56.4,57.03,46.7,901.6,978.5,1964.07
2021-06-02-09.25.00.000000,1541,541.6,646.1,371.4,55.8,56.46,47.1,907.1,979.0,1963.03
2021-06-02-09.30.00.000000,1542,541.0,646.0,371.2,55.6,56.25,47.3,911.5,979.9,1961.94
2021-06-02-09.35.00.000000,1543,540.7,646.2,371.2,55.6,56.18,47.5,915.2,981.2,1962.02
2021-06-02-09.40.00.000000,1544,540.1,646.4,371.3,55.4,56.02,47.8,918.8,984.3,1962.37
2021-06-02-09.45.00.000000,1545,539.9,647.0,371.3,55.4,56.02,48.1,921.6,987.9,1962.65
2021-06-02-09.50.00.000000,1546,538.4,648.1,371.3,55.5,56.09,48.2,923.6,991.1,1962.42
2021-06-02-09.55.00.000000,1547,536.6,649.4,370.9,55.6,56.25,48.4,925.2,992.9,1960.65
2021-06-02-10.00.00.000000,1548,535.3,650.0,370.5,55.6,56.25,48.4,926.6,994.1,1958.34
2021-06-02-10.05.00.000000,1549,535.9,650.8,370.4,55.6,56.25,48.4,927.7,995.1,1957.82
2021-06-02-10.10.00.000000,1550,535.8,651.6,370.3,55.6,56.25,48.7,927.8,994.9,1956.97
2021-06-02-10.15.00.000000,1551,536.7,650.5,370.2,55.6,56.25,48.8,927.8,994.4,1956.39
2021-06-02-10.20.00.000000,1552,537.2,647.7,369.9,55.9,56.47,49.1,927.5,993.9,1955.19
2021-06-02-10.25.00.000000,1553,537.2,646.8,370.0,56.2,56.82,49.3,926.6,994.2,1955.44
2021-06-02-10.30.00.000000,1554,536.7,648.8,370.2,56.6,57.17,49.5,925.3,994.8,1956.37
2021-06-02-10.35.00.000000,1555,535.9,650.6,370.3,56.7,57.29,49.5,924.3,996.4,1957.19
2021-06-02-10.40.00.000000,1556,535.1,652.0,370.5,56.7,57.32,49.5,923.9,999.5,1958.3
2021-06-02-10.45.00.000000,1557,533.3,653.2,370.4,57.0,57.57,49.5,923.9,1002.3,1957.43
2021-06-02-10.50.00.000000,1558,532.9,653.1,370.4,57.3,57.92,49.5,923.6,1001.8,1957.62
2021-06-02-10.55.00.000000,1559,533.1,653.2,369.9,57.6,58.23,49.7,922.5,998.7,1954.85
2021-06-02-11.00.00.000000,1560,533.5,651.6,370.0,57.7,58.33,49.8,920.9,996.5,1955.28
2021-06-02-11.05.00.000000,1561,532.3,653.3,369.8,57.7,58.33,50.1,919.7,996.0,1954.58
2021-06-02-11.10.00.000000,1562,532.6,651.6,370.3,57.7,58.33,50.1,919.0,994.4,1956.72
2021-06-02-11.15.00.000000,1563,535.0,648.8,369.7,57.7,58.33,49.7,917.4,988.8,1954.02
2021-06-02-11.20.00.000000,1564,539.2,644.2,369.8,57.7,58.3,49.3,914.3,981.0,1954.41
2021-06-02-11.25.00.000000,1565,541.6,642.0,369.7,57.4,58.0,48.6,913.2,977.8,1953.78
2021-06-02-11.30.00.000000,1566,543.5,640.7,370.5,57.4,58.0,49.0,911.7,975.3,1957.72
2021-06-02-11.35.00.000000,1567,546.9,637.6,370.4,57.4,58.03,48.9,911.0,974.1,1957.49
2021-06-02-11.40.00.000000,1568,549.7,634.4,370.2,57.4,58.05,49.2,907.4,968.8,1956.46
2021-06-02-11.45.00.000000,1569,550.1,634.0,370.1,57.1,57.7,48.7,904.9,964.7,1955.78
2021-06-02-11.50.00.000000,1570,546.7,637.4,370.0,57.0,57.57,48.8,902.3,961.9,1955.26
2021-06-02-11.55.00.000000,1571,544.5,640.4,370.1,57.1,57.73,48.5,901.6,962.0,1955.65
2021-06-02-12.00.00.000000,1572,543.4,641.8,370.1,57.5,58.08,48.4,901.5,964.6,1955.48
2021-06-02-12.05.00.000000,1573,543.3,641.7,370.1,57.5,58.11,48.1,901.6,967.8,1955.87
2021-06-02-12.10.00.000000,1574,545.7,638.8,370.1,57.3,57.88,48.1,902.0,968.9,1955.95
2021-06-02-12.15.00.000000,1575,551.3,632.4,370.2,57.0,57.53,47.8,902.5,967.1,1956.18
2021-06-02-12.20.00.000000,1576,557.3,625.3,370.2,57.0,57.62,47.5,902.9,962.2,1956.28
2021-06-02-12.25.00.000000,1577,560.4,621.7,370.3,57.4,57.96,47.6,903.0,958.4,1956.83
2021-06-02-12.30.00.000000,1578,557.4,624.1,370.2,57.7,58.31,47.6,902.2,957.2,1956.15
2021-06-02-12.35.00.000000,1579,551.5,630.9,370.3,57.7,58.33,47.4,903.2,960.6,1956.45
2021-06-02-12.40.00.000000,1580,544.5,639.1,370.4,57.5,58.1,46.8,904.8,964.9,1957.24
2021-06-02-12.45.00.000000,1581,542.6,642.0,370.0,57.2,57.75,46.5,908.1,969.0,1955.27
2021-06-02-12.50.00.000000,1582,547.1,637.6,370.1,56.8,57.4,46.6,910.0,968.8,1955.52
2021-06-02-12.55.00.000000,1583,553.1,630.7,370.0,56.7,57.29,46.6,911.3,966.0,1955.21
2021-06-02-13.00.00.000000,1584,556.1,628.3,370.5,56.7,57.29,46.6,910.9,962.0,1957.83
2021-06-02-13.05.00.000000,1585,554.5,628.8,370.4,56.7,57.29,46.6,909.6,959.0,1956.96
2021-06-02-13.10.00.000000,1586,555.1,627.7,370.1,56.7,57.29,46.6,908.7,957.4,1955.74
2021-06-02-13.15.00.000000,1587,556.7,625.4,369.9,56.7,57.29,46.9,907.8,954.9,1954.44
2021-06-02-13.20.00.000000,1588,556.3,625.6,369.9,57.0,57.54,47.1,908.6,954.0,1954.25
2021-06-02-13.25.00.000000,1589,551.7,631.0,369.9,57.2,57.79,47.3,908.7,954.4,1954.19
2021-06-02-13.30.00.000000,1590,547.8,634.8,370.1,57.6,58.14,47.3,909.4,956.8,1955.69
2021-06-02-13.35.00.000000,1591,546.1,638.1,370.1,57.7,58.24,47.3,910.2,960.7,1955.64
2021-06-02-13.40.00.000000,1592,547.0,636.9,370.6,57.8,58.33,47.4,912.8,965.4,1957.97
2021-06-02-13.45.00.000000,1593,548.4,635.2,370.6,57.8,58.33,47.6,913.6,966.8,1958.07
2021-06-02-13.50.00.000000,1594,551.1,631.9,370.6,57.8,58.33,47.8,914.2,966.7,1957.95
2021-06-02-13.55.00.000000,1595,551.8,631.7,370.4,57.8,58.33,47.9,912.6,964.8,1956.67
2021-06-02-14.00.00.000000,1596,551.2,632.2,370.0,57.8,58.33,48.1,913.0,967.8,1955.01
2021-06-02-14.05.00.000000,1597,550.9,632.5,370.4,57.8,58.33,48.2,916.3,973.7,1956.66
2021-06-02-14.10.00.000000,1598,550.7,631.9,370.0,57.8,58.33,48.2,918.6,976.5,1954.76
2021-06-02-14.15.00.000000,1599,550.4,632.1,370.1,57.8,58.33,48.2,918.9,974.9,1955.11
2021-06-02-14.20.00.000000,1600,549.6,631.9,370.0,57.8,58.33,48.2,915.4,969.6,1954.55
2021-06-02-14.25.00.000000,1601,550.6,631.5,369.8,57.8,58.33,48.3,914.8,968.5,1953.75
2021-06-02-14.30.00.000000,1602,550.2,632.3,370.1,58.0,58.6,48.4,917.5,972.6,1955.46
2021-06-02-14.35.00.000000,1603,549.0,634.0,369.7,58.4,58.95,48.7,921.6,977.9,1953.14
2021-06-02-14.40.00.000000,1604,548.7,633.7,370.2,58.7,59.3,48.8,925.6,982.4,1955.51
2021-06-02-14.45.00.000000,1605,550.6,631.2,370.0,58.8,59.37,49.0,928.1,984.2,1954.46
2021-06-02-14.50.00.000000,1606,553.1,629.0,370.2,58.8,59.37,48.8,931.1,986.6,1955.51
2021-06-02-14.55.00.000000,1607,554.3,627.5,370.0,58.8,59.37,48.8,932.4,987.6,1954.6
2021-06-02-15.00.00.000000,1608,552.8,628.8,369.9,58.8,59.37,48.9,934.3,989.4,1954.23
2021-06-02-15.05.00.000000,1609,550.2,631.3,370.0,58.8,59.37,49.2,935.2,989.8,1954.31
2021-06-02-15.10.00.000000,1610,546.4,636.0,369.9,58.8,59.37,49.2,936.3,990.4,1953.79
2021-06-02-15.15.00.000000,1611,546.3,637.0,369.7,58.8,59.37,49.0,935.1,987.1,1953.02
2021-06-02-15.20.00.000000,1612,546.0,636.9,369.7,58.8,59.37,48.8,934.0,983.2,1953.04
2021-06-02-15.25.00.000000,1613,546.4,636.4,369.9,58.8,59.37,49.0,932.9,980.4,1954.05
2021-06-02-15.30.00.000000,1614,544.4,637.9,370.3,58.8,59.37,49.1,932.1,980.5,1955.88
2021-06-02-15.35.00.000000,1615,544.4,639.0,370.5,58.8,59.37,49.1,929.2,979.6,1956.91
2021-06-02-15.40.00.000000,1616,545.7,638.3,370.4,58.8,59.37,48.9,924.1,975.5,1956.64
2021-06-02-15.45.00.000000,1617,547.2,637.0,370.0,58.8,59.37,49.1,919.7,970.5,1954.41
2021-06-02-15.50.00.000000,1618,548.0,635.9,369.8,58.8,59.37,49.0,917.4,967.6,1953.46
2021-06-02-15.55.00.000000,1619,549.5,634.2,369.8,58.8,59.37,49.0,914.6,963.3,1953.36
2021-06-02-16.00.00.000000,1620,551.8,631.5,369.9,58.8,59.37,48.7,908.8,955.4,1953.66
2021-06-02-16.05.00.000000,1621,556.1,626.1,370.1,58.9,59.4,48.9,899.7,943.8,1954.77
2021-06-02-16.10.00.000000,1622,561.8,620.1,370.2,59.0,59.57,49.1,890.1,934.1,1955.66
2021-06-02-16.15.00.000000,1623,565.5,617.2,370.5,59.3,59.87,49.4,882.6,927.8,1957.18
2021-06-02-16.20.00.000000,1624,566.8,616.1,371.0,59.6,60.19,49.5,875.5,922.3,1959.43
2021-06-02-16.25.00.000000,1625,568.4,613.7,371.2,59.8,60.37,49.5,866.5,914.3,1960.69
2021-06-02-16.30.00.000000,1626,573.8,606.4,371.0,59.9,60.41,49.5,853.0,902.4,1959.82
2021-06-02-16.35.00.000000,1627,578.8,597.7,369.3,59.9,60.41,49.5,838.3,889.0,1950.74
2021-06-02-16.40.00.000000,1628,579.7,592.3,366.3,59.6,60.14,49.5,824.3,876.3,1934.6
2021-06-02-16.45.00.000000,1629,575.5,590.8,362.0,59.3,59.8,49.5,811.6,864.2,1912.02
2021-06-02-16.50.00.000000,1630,568.5,591.7,357.3,58.9,59.45,49.5,797.2,850.5,1886.95
2021-06-02-16.55.00.000000,1631,558.7,595.1,352.8,58.8,59.37,49.5,782.2,836.4,1863.4
2021-06-02-17.00.00.000000,1632,548.3,597.8,348.1,58.8,59.37,49.5,766.7,821.6,1838.54
2021-06-02-17.05.00.000000,1633,536.4,600.6,342.6,58.6,59.09,49.4,749.3,804.9,1809.23
2021-06-02-17.10.00.000000,1634,524.8,601.9,336.3,58.2,58.74,49.3,729.7,785.3,1776.24
2021-06-02-17.15.00.000000,1635,512.1,603.5,329.2,57.9,58.39,48.9,705.5,761.4,1738.86
2021-06-02-17.20.00.000000,1636,492.6,607.0,318.0,57.5,57.99,48.2,672.8,728.4,1679.51
2021-06-02-17.25.00.000000,1637,464.8,610.8,302.0,57.0,57.45,47.5,633.2,688.7,1595.03
2021-06-02-17.30.00.000000,1638,431.7,614.1,281.9,56.3,56.77,46.9,586.8,641.5,1488.95
2021-06-02-17.35.00.000000,1639,397.9,616.8,261.1,55.8,56.25,46.5,538.8,592.7,1378.9
2021-06-02-17.40.00.000000,1640,364.8,618.4,239.7,55.3,55.75,46.9,489.4,541.7,1266.02
2021-06-02-17.45.00.000000,1641,330.5,620.6,217.9,54.8,55.28,47.6,441.1,491.5,1150.72
2021-06-02-17.50.00.000000,1642,297.5,621.8,196.3,54.3,54.72,48.2,395.1,443.0,1036.7
2021-06-02-17.55.00.000000,1643,263.9,623.9,174.9,53.5,53.93,48.0,350.4,395.5,923.53
2021-06-02-18.00.00.000000,1644,229.5,627.3,153.1,52.6,53.01,47.6,306.9,348.7,808.46
2021-06-02-18.05.00.000000,1645,196.4,629.8,131.5,51.6,52.03,46.9,265.2,303.1,694.27
